,Region_Oceania,Country,Percent_Obese,GDPper_cap,Insufficiently_active,Education,Region_Africa,Region_Arab_States,Region_Europe,Region_Asia,Region_Latin_America,Region_CIS,Globalization_index,Urbanization_Rate,Urban_Population,Imports,log(Imports),log(Imports)*Asia,Asia*Urbanization,UrbanPop*ArabStates,Asia*Globalization,Urbanization*GDPpercap,Europe*GDPpercap,
0,0,Russia,24.1,26500,9.5,0.78,0,0,0,0,0,1,69.09,-0.13,74.0,165100000000.0,25.829817187872486,0.0,-0.0,0.0,0.0,-1.324037001556661,0
1,0,Qatar,42.3,127700,41.6,0.6859999999999999,0,1,0,0,0,0,74.39,6.02,99.2,33760000000.0,24.24254250667417,0.0,0.0,99.2,0.0,70.77978303296419,0
2,0,Luxembourg,23.1,10400,28.5,0.762,0,0,1,0,0,0,79.33,1.71,90.2,18330000000.0,23.631804898798023,0.0,0.0,0.0,0.0,15.816749455571385,10400
3,0,Singapore,6.2,87900,33.1,0.768,0,0,0,1,0,0,78.63,2.02,100.0,271300000000.0,26.326491056611296,26.326491056611296,2.02,0.0,78.63,22.995589269019998,0
4,0,Kuwait,39.7,71900,56.6,0.6459999999999999,0,1,0,0,0,0,70.21,3.63,98.3,28320000000.0,24.066834105771928,0.0,0.0,98.3,0.0,40.59440450366417,0
5,0,Ireland,25.6,69200,35.1,0.887,0,0,1,0,0,0,83.53,1.58,63.2,88010000000.0,25.20071628133213,0.0,0.0,0.0,0.0,17.608714703737107,69200
6,0,Norway,23.1,69200,25.8,0.91,0,0,1,0,0,0,85.81,1.35,80.5,73020000000.0,25.013999213173904,0.0,0.0,0.0,0.0,15.045420791167777,69200
7,0,United Arab Emirates,37.2,67900,38.4,0.6729999999999999,0,1,0,0,0,0,84.56,2.87,85.5,246900000000.0,26.232249233297548,0.0,0.0,85.5,0.0,31.93102106987928,0
8,0,Switzerland,19.4,59600,24.5,0.8440000000000001,0,0,1,0,0,0,89.7,1.88,73.9,243400000000.0,26.21797201749984,0.0,0.0,0.0,0.0,20.671372403740467,59600
9,0,Saudi Arabia,34.7,55200,61.0,0.723,0,1,0,0,0,0,61.86,2.1,83.1,157700000000.0,25.7839603309154,0.0,0.0,83.1,0.0,22.929308287756893,0
10,0,Netherlands,19.8,51000,15.5,0.894,0,0,1,0,0,0,90.24,1.05,90.5,376300000000.0,26.653652534545802,0.0,0.0,0.0,0.0,11.381559957291785,51000
11,0,Bahrain,35.1,50700,31.1,0.7140000000000001,0,1,0,0,0,0,68.04,1.71,88.8,7974000000.0,22.79945208590557,0.0,0.0,88.8,0.0,18.52559483418056,0
12,0,Sweden,20.5,49800,28.7,0.83,0,0,1,0,0,0,88.05,0.83,85.8,134900000000.0,25.62779960016012,0.0,0.0,0.0,0.0,8.977089318300578,49800
13,0,Iceland,22.8,49200,24.5,0.847,0,0,1,0,0,0,70.62,1.25,94.1,5024000000.0,22.33749226611231,0.0,0.0,0.0,0.0,13.504561128100498,49200
