,Unnamed: 0,Country,Percent_Obese,GDPper_cap,Insufficiently_active,Education,Region_Africa,Region_Arab_States,Region_Europe,Region_Asia,Region_Oceania,Region_Latin_America,Region_CIS,Globalization_index,Urbanization_Rate,Urban_Population,Imports,log(Imports),log(Imports)*Asia,Asia*Urbanization,UrbanPop*ArabStates,Asia*Globalization,Urbanization*GDPpercap,Europe*GDPpercap,log(GDPper_cap),Asia*UrbanPop,ArabStates*Globalization
119,119,Lesotho,14.2,3600,7.2,0.504,1,0,0,0,0,0,0,51.98,3.05,27.3,1688000000.0,21.246810233120176,0.0,0.0,0.0,0.0,24.975501829554812,0,8.1886891244442,0.0,0.0
120,120,Papua New Guinea,27.9,3500,14.7,0.376,0,0,0,0,1,0,0,52.71,2.12,13.0,1830000000.0,21.327581803799742,0.0,0.0,0.0,0.0,17.30029868465231,0,8.160518247477505,0.0,0.0
121,121,Djibouti,9.6,3400,31.1,0.306,0,1,0,0,0,0,0,49.24,1.6,77.3,992000000.0,20.715233665249148,0.0,0.0,77.3,0.0,13.010449136966805,0,8.131530710604252,0.0,49.24
122,122,Kenya,7.0,3400,19.2,0.515,1,0,0,0,0,0,0,56.33,4.34,25.6,14700000000.0,23.4111133307311,0.0,0.0,0.0,0.0,35.29084328402246,0,8.131530710604252,0.0,0.0
123,123,Cameroon,11.4,3200,30.7,0.486,1,0,0,0,0,0,0,48.6,3.6,54.4,6630000000.0,22.614870641144183,0.0,0.0,0.0,0.0,29.05526191963615,0,8.070906088787819,0.0,0.0
124,124,Tajikistan,13.6,3000,24.5,0.639,0,0,0,0,0,0,1,45.47,2.62,26.8,2340000000.0,21.573416766316022,0.0,0.0,0.0,0.0,20.976683027243645,0,8.006367567650246,0.0,0.0
125,125,Vanuatu,35.4,2600,8.4,0.596,0,0,0,0,1,0,0,46.07,3.42,26.1,366800000.0,19.720327298346582,0.0,0.0,0.0,0.0,26.892372196112742,0,7.8632667240095735,0.0,0.0
126,126,Senegal,9.8,2600,25.0,0.368,1,0,0,0,0,0,0,63.29,3.59,43.7,5001000000.0,22.332903729383176,0.0,0.0,0.0,0.0,28.22912753919437,0,7.8632667240095735,0.0,0.0
127,127,Nepal,3.3,2500,4.1,0.452,0,0,0,1,0,0,0,46.26,3.18,18.6,7116000000.0,22.68561160675,22.68561160675,3.18,0.0,46.26,24.88046631452301,0,7.824046010856292,18.6,0.0
128,128,Chad,8.1,2400,24.6,0.256,1,0,0,0,0,0,0,41.49,2.42,22.5,3075000000.0,21.846570738204893,0.0,0.0,0.0,0.0,18.83540211953321,0,7.783224016336037,0.0,0.0
129,129,Yemen,17.2,2400,31.1,0.339,0,1,0,0,0,0,0,52.78,4.03,34.6,3624000000.0,22.010844225127144,0.0,0.0,34.6,0.0,31.366392785834233,0,7.783224016336037,0.0,52.78
130,130,Mali,6.8,2300,23.7,0.305,1,0,0,0,0,0,0,51.07,5.08,39.9,2904000000.0,21.78935493390896,0.0,0.0,0.0,0.0,39.322575161739586,0,7.7406644019172415,0.0,0.0
131,131,Benin,9.3,2100,6.9,0.414,1,0,0,0,0,0,0,51.26,3.67,44.0,2591000000.0,21.675309738526384,0.0,0.0,0.0,0.0,28.074371929021257,0,7.649692623711514,0.0,0.0
132,132,Uganda,4.9,2100,20.9,0.479,1,0,0,0,0,0,0,52.66,5.43,16.1,4677000000.0,22.26592271569016,0.0,0.0,0.0,0.0,41.53783094675352,0,7.649692623711514,0.0,0.0
133,133,Rwanda,4.0,2000,15.3,0.478,1,0,0,0,0,0,0,53.17,6.43,28.8,1961000000.0,21.39672038416062,0.0,0.0,0.0,0.0,48.87380281485559,0,7.600902459542082,0.0,0.0
134,134,Solomon Islands,27.7,2000,35.1,0.405,0,0,0,0,1,0,0,37.83,4.25,22.3,425700000.0,19.86924543079838,0.0,0.0,0.0,0.0,32.30383545305385,0,7.600902459542082,0.0,0.0
135,135,Zimbabwe,10.5,2000,22.4,0.5,1,0,0,0,0,0,0,51.1,2.3,32.4,5738000000.0,22.470376554505584,0.0,0.0,0.0,0.0,17.482075656946787,0,7.600902459542082,0.0,0.0
136,136,Afghanistan,2.9,1900,31.1,0.365,0,0,0,1,0,0,0,35.95,3.96,26.7,7004000000.0,22.669747251370016,22.669747251370016,3.96,0.0,35.95,29.896452294011947,0,7.549609165154532,26.7,0.0
137,137,Ethiopia,4.0,1900,18.9,0.317,1,0,0,0,0,0,0,42.51,4.89,19.5,14760000000.0,23.41518665611874,0.0,0.0,0.0,0.0,36.91758881760566,0,7.549609165154532,0.0,0.0
138,138,Haiti,11.9,1800,32.4,0.374,0,0,0,0,0,1,0,46.68,3.78,58.6,3149000000.0,21.870350779065298,0.0,0.0,0.0,0.0,28.333148547882487,0,7.495541943884256,0.0,0.0
139,139,Burkina Faso,6.3,1700,18.4,0.25,1,0,0,0,0,0,0,57.18,5.87,29.9,2872000000.0,21.77827448813239,0.0,0.0,0.0,0.0,43.663311321360084,0,7.438383530044307,0.0,0.0
140,140,Kiribati,40.6,1800,41.1,0.602,0,0,0,0,1,0,0,40.63,1.78,44.3,182200000.0,19.020615542790132,0.0,0.0,0.0,0.0,13.342064660113977,0,7.495541943884256,0.0,0.0
141,141,Sierra Leone,7.6,1700,14.2,0.305,1,0,0,0,0,0,0,47.65,2.75,39.9,1303000000.0,20.98793513508912,0.0,0.0,0.0,0.0,20.455554707621843,0,7.438383530044307,0.0,0.0
142,142,Gambia,10.9,1700,21.5,0.34600000000000003,1,0,0,0,0,0,0,50.07,4.33,59.6,363900000.0,19.71238966258239,0.0,0.0,0.0,0.0,32.20820068509185,0,7.438383530044307,0.0,0.0
143,143,Togo,7.5,1600,10.4,0.514,1,0,0,0,0,0,0,56.12,3.83,40.0,1852000000.0,21.3395319731704,0.0,0.0,0.0,0.0,28.25681661851275,0,7.3777589082278725,0.0,0.0
144,144,Comoros,6.6,1500,14.2,0.45,0,1,0,0,0,0,0,36.85,2.67,28.3,191200000.0,19.068830558581574,0.0,0.0,28.3,0.0,19.526298433531103,0,7.313220387090301,0.0,36.85
145,145,Madagascar,5.4,1500,17.9,0.458,1,0,0,0,0,0,0,46.78,4.59,35.1,2717000000.0,21.72279416739062,0.0,0.0,0.0,0.0,33.567681576744484,0,7.313220387090301,0.0,0.0
146,146,Eritrea,4.1,1400,10.7,0.228,1,0,0,0,0,0,0,26.41,5.1,22.6,1022000000.0,20.745027328727925,0.0,0.0,0.0,0.0,36.945560329577084,0,7.24422751560335,0.0,0.0
147,147,Guinea,6.8,1300,9.9,0.294,1,0,0,0,0,0,0,47.1,3.82,37.2,2185000000.0,21.504881665493965,0.0,0.0,0.0,0.0,27.389856655977578,0,7.170119543449628,0.0,0.0
148,148,Mozambique,5.3,1200,5.8,0.3720000000000001,1,0,0,0,0,0,0,48.99,3.27,32.2,5151000000.0,22.36245670752986,0.0,0.0,0.0,0.0,23.18455125298782,0,7.090076835776092,0.0,0.0
149,149,Malawi,5.3,1100,7.5,0.44,1,0,0,0,0,0,0,46.98,3.77,16.3,2578000000.0,21.670279741463407,0.0,0.0,0.0,0.0,26.40155677962496,0,7.003065458786462,0.0,0.0
150,150,Niger,4.3,1100,25.1,0.198,1,0,0,0,0,0,0,49.72,5.14,18.7,1916000000.0,21.37350551649508,0.0,0.0,0.0,0.0,35.99575645816241,0,7.003065458786462,0.0,0.0
151,151,Liberia,6.6,900,27.5,0.3670000000000001,1,0,0,0,0,0,0,56.05,3.36,49.7,1250000000.0,20.94640938826062,0.0,0.0,0.0,0.0,22.856046404769685,0,6.802394763324311,0.0,0.0
152,152,Burundi,2.6,800,20.9,0.37,1,0,0,0,0,0,0,38.95,5.66,12.1,683400000.0,20.342590897645465,0.0,0.0,0.0,0.0,37.83490237860047,0,6.684611727667927,0.0,0.0
153,153,Central African Republic,5.1,700,12.0,0.318,1,0,0,0,0,0,0,35.58,2.59,40.0,375300000.0,19.74323626410525,0.0,0.0,0.0,0.0,16.967298067762417,0,6.551080335043404,0.0,0.0
